[Mon Apr 11 09:20:15.826728 2016] [:error] [pid 6016:tid 1664] [client 127.0.0.1:55450] PHP Notice:  Undefined index: user in D:\\Projects\\Work\\myfirstproject\\init.php on line 27
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  Missing argument 4 for updateAdminTableRow(), called in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14 and defined in D:\\Projects\\Work\\myfirstproject\\init.php on line 140, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\init.php on line 141, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.131831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\init.php on line 141, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  mysqli_real_escape_string() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\init.php on line 141, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Array to string conversion in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Notice:  Undefined variable: dbconn in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Warning:  mysqli_query() expects parameter 1 to be mysqli, null given in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:45:47.132831 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55552] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:46:05.770055 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55562] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:46:05.771055 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55562] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:46:05.771055 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55562] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:46:05.771055 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55562] PHP Notice:  Array to string conversion in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:46:05.771055 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55562] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:03.841271 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55584] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:03.842271 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55584] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:03.842271 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55584] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:03.842271 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55584] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:03.842271 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55584] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:34.465504 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55588] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:34.465504 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55588] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:34.465504 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55588] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:34.465504 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55588] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:47:34.465504 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55588] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:48:55.000836 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55595] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:48:55.000836 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55595] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:48:55.000836 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55595] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:48:55.000836 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55595] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:48:55.001836 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55595] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:49:08.271989 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55599] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:49:08.271989 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55599] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:49:08.271989 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55599] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:49:08.271989 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55599] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:49:08.272989 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55599] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.997834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.997834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.997834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Notice:  Undefined variable: fieldValue in D:\\Projects\\Work\\myfirstproject\\admin.php on line 14, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.998834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 141, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.998834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\init.php on line 142, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 16:57:20.998834 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55706] PHP Fatal error:  Call to undefined function mysql_error() in D:\\Projects\\Work\\myfirstproject\\init.php on line 143, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:09:58.928039 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55989] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:09:58.929039 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55989] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:09:58.929039 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55989] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:09:58.929039 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:55989] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:48.136292 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:48.136292 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:48.137292 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:48.137292 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:52.473342 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:52.474343 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:52.474343 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: userAccount in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:10:52.474343 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56009] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 18, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:12:27.608681 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56039] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:12:27.608681 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56039] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:12:27.609681 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56039] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:12:27.609681 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56039] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:26:36.499408 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:56351] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:26:36.499408 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:56351] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:26:36.499408 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:56351] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:26:36.499408 2016] [:error] [pid 4180:tid 1672] [client 127.0.0.1:56351] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:49:43.378549 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56677] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:49:43.378549 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56677] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:49:43.378549 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56677] PHP Notice:  Undefined variable: fieldName in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:49:43.378549 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56677] PHP Notice:  Undefined index:  in D:\\Projects\\Work\\myfirstproject\\admin.php on line 20, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:57:12.340028 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56898] PHP Parse error:  syntax error, unexpected end of file in D:\\Projects\\Work\\myfirstproject\\admin.php on line 110, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 17:57:51.756268 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56904] PHP Notice:  Undefined variable: admin in D:\\Projects\\Work\\myfirstproject\\admin.php on line 44, referer: http://local.myfirstproject.ro/admin.php
[Thu Apr 14 18:04:55.413624 2016] [:error] [pid 4180:tid 1668] [client 127.0.0.1:56966] PHP Parse error:  syntax error, unexpected '<' in D:\\Projects\\Work\\myfirstproject\\admin.php on line 83, referer: http://local.myfirstproject.ro/admin.php
